intervention,outcome,term,estimate,std.error,statistic,p.value,conf.low,conf.high,var_name,value_level
exposure_course,income_net_delta,gender2Men,1874.868737,1677.628577,1.117570815,0.263756423,-1413.313042,5163.050516,gender2,Men
exposure_course,income_net_delta,gender2Women,-3193.029382,1683.385214,-1.896790678,0.057862094,-6492.494272,106.4355078,gender2,Women
exposure_course,income_net_delta,age_in_years,18.44623863,17.9006298,1.030479868,0.302790446,-16.6393134,53.53179067,age_in_years,
exposure_course,income_net_delta,marital3never married,70.63142128,490.0999991,0.144116346,0.885409255,-889.973273,1031.236116,marital3,never married
exposure_course,income_net_delta,marital3apart,-1010.998786,1068.658017,-0.946045199,0.344130713,-3105.58746,1083.589889,marital3,apart
exposure_course,income_net_delta,marital3together,-141.6697279,684.0291084,-0.207110671,0.835924384,-1482.378918,1199.039462,marital3,together
exposure_course,income_net_delta,education4Less HS,-6734.120935,1583.790533,-4.251901242,2.12E-05,-9838.378483,-3629.863388,education4,Less HS
exposure_course,income_net_delta,education4High School,-6761.720564,1469.301207,-4.601997556,4.20E-06,-9641.577001,-3881.864127,education4,High School
exposure_course,income_net_delta,education4Post HS,-4155.863227,1515.233975,-2.742720462,0.00609571,-7125.748704,-1185.977751,education4,Post HS
exposure_course,income_net_delta,education4University Degree,-3062.089006,1648.695052,-1.8572804,0.063277929,-6293.560562,169.3825506,education4,University Degree
exposure_course,income_net_delta,dependent41 dependent,1312.415055,617.2521617,2.126221885,0.033490323,102.5898656,2522.240244,dependent4,1 dependent
exposure_course,income_net_delta,dependent42 dependents,1865.74452,845.773698,2.20596186,0.027391804,208.0130652,3523.475976,dependent4,2 dependents
exposure_course,income_net_delta,dependent43+ dependents,203.3999463,923.4595688,0.220258637,0.825670751,-1606.597194,2013.397087,dependent4,3+ dependents
exposure_course,income_net_delta,disability2With Disability,-3899.274061,477.5352223,-8.165416662,3.29E-16,-4835.25157,-2963.296552,disability2,With Disability
exposure_course,income_net_delta,ethnicityCaucasian,-872.3178821,614.9155952,-1.418597754,0.156023383,-2077.563359,332.9275952,ethnicity,Caucasian
exposure_course,income_net_delta,ethnicityVisible Minority,603.071147,1418.036661,0.425286005,0.670630268,-2176.305871,3382.448165,ethnicity,Visible Minority
exposure_course,income_net_delta,ethnicityIndigenous,-5017.757725,867.2063536,-5.786117345,7.25E-09,-6717.497566,-3318.017884,ethnicity,Indigenous
exposure_course,income_net_delta,immigrationborn in Canada,-1766.536541,605.3377994,-2.918265707,0.003521619,-2953.009369,-580.0637132,immigration,born in Canada
exposure_course,income_net_delta,immigrationimmigrant,-89.51454269,1029.34431,-0.086962683,0.930701569,-2107.047654,1928.018569,immigration,immigrant
exposure_course,income_net_delta,region7North Central,-63.08180245,1136.048841,-0.055527368,0.955718578,-2289.757688,2163.594083,region7,North Central
exposure_course,income_net_delta,region7North East,2069.143454,1654.445218,1.250656976,0.211066285,-1173.598529,5311.885437,region7,North East
exposure_course,income_net_delta,region7Edmonton,404.6817443,884.7710342,0.457385842,0.647395991,-1329.485182,2138.84867,region7,Edmonton
exposure_course,income_net_delta,region7Central,-494.4442935,955.2908526,-0.517585081,0.604750387,-2366.831315,1377.942728,region7,Central
exposure_course,income_net_delta,region7Calgary,-2525.037319,1058.215566,-2.386127552,0.017031034,-4599.158606,-450.9160325,region7,Calgary
exposure_course,income_net_delta,region7South,-3168.764088,997.8915316,-3.175459444,0.001497023,-5124.649197,-1212.87898,region7,South
exposure_course,income_net_delta,year_before2013,2877.838968,2247.234034,1.280613823,0.200336073,-1526.779613,7282.45755,year_before,2013
exposure_course,income_net_delta,year_before2014,1639.043886,2223.495391,0.737147418,0.461036625,-2719.046534,5997.134306,year_before,2014
exposure_course,income_net_delta,year_before2015,6883.658018,2219.055303,3.102066906,0.001922957,2534.270251,11233.04579,year_before,2015
exposure_course,income_net_delta,year_before2016,7438.228988,2263.385562,3.286328725,0.001015817,3001.953126,11874.50485,year_before,2016
exposure_course,income_net_delta,year_before2017,7370.060283,2291.5395,3.216204775,0.001299917,2878.602203,11861.51836,year_before,2017
exposure_course,income_net_delta,spell_duration,-75.17080208,24.97650801,-3.009660199,0.002616878,-124.125201,-26.2164032,spell_duration,
exposure_course,income_net_delta,income_net_before,-0.612973195,0.015533532,-39.4612899,0,-0.643419193,-0.582527198,income_net_before,
exposure_course,earnings_total_delta,(Intercept),19802.66012,3305.281716,5.991217034,2.10E-09,13324.24931,26281.07093,NA,(Intercept)
exposure_course,earnings_total_delta,txTRUE,2135.324285,449.3013477,4.75254369,2.02E-06,1254.685671,3015.962899,tx,TRUE
exposure_course,earnings_total_delta,gender2Men,293.1315723,1836.167357,0.159643167,0.873162903,-3305.789027,3892.052172,gender2,Men
exposure_course,earnings_total_delta,gender2Women,-4246.103582,1841.142176,-2.306233401,0.021102205,-7854.774916,-637.4322488,gender2,Women
exposure_course,earnings_total_delta,age_in_years,-57.14910921,18.25769842,-3.130137649,0.001748383,-92.93452206,-21.36369635,age_in_years,
exposure_course,earnings_total_delta,marital3never married,377.999895,510.0976139,0.741034431,0.458676507,-621.8004793,1377.800269,marital3,never married
exposure_course,earnings_total_delta,marital3apart,-1101.763533,1097.243258,-1.004119665,0.315326444,-3252.379788,1048.852723,marital3,apart
exposure_course,earnings_total_delta,marital3together,362.7683673,742.1970593,0.488776347,0.625002474,-1091.951038,1817.487773,marital3,together
exposure_course,earnings_total_delta,education4Less HS,-8356.752964,1704.895861,-4.90162077,9.54E-07,-11698.3791,-5015.126825,education4,Less HS
exposure_course,earnings_total_delta,education4High School,-8112.152222,1586.634245,-5.112805453,3.19E-07,-11221.9835,-5002.320949,education4,High School
exposure_course,earnings_total_delta,education4Post HS,-4322.91772,1636.544077,-2.641491776,0.00825709,-7530.573148,-1115.262291,education4,Post HS
exposure_course,earnings_total_delta,education4University Degree,-3664.708219,1781.339768,-2.057276375,0.039665511,-7156.165771,-173.2506672,education4,University Degree
exposure_course,earnings_total_delta,dependent41 dependent,1970.458055,659.8030874,2.986433516,0.002824071,677.2322958,3263.683813,dependent4,1 dependent
exposure_course,earnings_total_delta,dependent42 dependents,2646.129396,924.9153861,2.860942131,0.004225825,833.2788276,4458.979964,dependent4,2 dependents
exposure_course,earnings_total_delta,dependent43+ dependents,802.3214024,1061.199684,0.756051302,0.449622474,-1277.648808,2882.291613,dependent4,3+ dependents
exposure_course,earnings_total_delta,disability2With Disability,-8940.288132,497.8876538,-17.95643669,7.71E-72,-9916.156767,-7964.419496,disability2,With Disability
exposure_course,earnings_total_delta,ethnicityCaucasian,-696.4741155,650.5188054,-1.070644092,0.284335346,-1971.502517,578.5542856,ethnicity,Caucasian
exposure_course,earnings_total_delta,ethnicityVisible Minority,901.7927929,1643.942034,0.548555104,0.583313579,-2320.362764,4123.948349,ethnicity,Visible Minority
exposure_course,earnings_total_delta,ethnicityIndigenous,-5590.903792,886.3226595,-6.307977949,2.85E-10,-7328.111931,-3853.695653,ethnicity,Indigenous
exposure_course,earnings_total_delta,immigrationborn in Canada,-1935.12437,651.6972997,-2.96936073,0.002985805,-3212.462641,-657.7860988,immigration,born in Canada
exposure_course,earnings_total_delta,immigrationimmigrant,-1379.877399,1093.338359,-1.262077185,0.206927684,-3522.839982,763.0851845,immigration,immigrant
exposure_course,earnings_total_delta,region7North Central,-85.9250495,1193.768299,-0.071977996,0.942619745,-2425.732097,2253.881998,region7,North Central
exposure_course,earnings_total_delta,region7North East,652.2901397,1600.382898,0.407583798,0.683581238,-2484.488737,3789.069016,region7,North East
exposure_course,earnings_total_delta,region7Edmonton,50.62662612,959.8271182,0.052745568,0.957934871,-1830.651556,1931.904809,region7,Edmonton
exposure_course,earnings_total_delta,region7Central,-18.49336251,1032.310117,-0.017914542,0.985707109,-2041.839508,2004.852783,region7,Central
exposure_course,earnings_total_delta,region7Calgary,-2332.63577,1149.084742,-2.029994555,0.042363079,-4584.862254,-80.40928585,region7,Calgary
exposure_course,earnings_total_delta,region7South,-3168.742697,1072.248145,-2.955232621,0.003125984,-5270.368087,-1067.117307,region7,South
exposure_course,earnings_total_delta,year_before2013,2783.553232,2273.095845,1.224564832,0.220745762,-1671.754957,7238.86142,year_before,2013
exposure_course,earnings_total_delta,year_before2014,1077.210267,2249.970983,0.478766293,0.632107271,-3332.772783,5487.193316,year_before,2014
exposure_course,earnings_total_delta,year_before2015,7493.340828,2240.807187,3.344036413,8.26E-04,3101.318981,11885.36267,year_before,2015
exposure_course,earnings_total_delta,year_before2016,7696.708019,2279.938275,3.375840523,7.37E-04,3227.988545,12165.42749,year_before,2016
exposure_course,earnings_total_delta,year_before2017,6225.654652,2327.453385,2.674878343,0.007478393,1663.804721,10787.50458,year_before,2017
exposure_course,earnings_total_delta,spell_duration,-241.0976399,26.2246159,-9.193562294,3.96E-20,-292.4983524,-189.6969274,spell_duration,
exposure_course,earnings_total_delta,earnings_total_before,-0.639820084,0.018575691,-34.44394467,1.42E-256,-0.676228769,-0.603411399,earnings_total_before,
exposure_course,income_total_delta,(Intercept),17929.91093,3250.710906,5.515689166,3.49E-08,11558.45987,24301.36198,NA,(Intercept)
exposure_course,income_total_delta,txTRUE,1694.423478,441.6067003,3.83695147,1.25E-04,828.8665095,2559.980446,tx,TRUE
exposure_course,income_total_delta,gender2Men,1933.532712,1692.012546,1.142741356,0.253152193,-1382.841901,5249.907325,gender2,Men
exposure_course,income_total_delta,gender2Women,-3119.088724,1698.37935,-1.83650886,0.066289155,-6447.942385,209.7649377,gender2,Women
exposure_course,income_total_delta,age_in_years,17.26290516,18.49323748,0.933471231,0.350581825,-18.98416843,53.50997875,age_in_years,
exposure_course,income_total_delta,marital3never married,106.816504,503.0446761,0.212339995,0.831842776,-879.159987,1092.792995,marital3,never married
exposure_course,income_total_delta,marital3apart,-969.3347587,1104.385791,-0.877713899,0.380103778,-3133.950505,1195.280987,marital3,apart
exposure_course,income_total_delta,marital3together,-104.7253226,705.1128258,-0.148522788,0.881930882,-1486.758972,1277.308327,marital3,together
exposure_course,income_total_delta,education4Less HS,-7190.556183,1640.879586,-4.382135194,1.18E-05,-10406.70929,-3974.403079,education4,Less HS
exposure_course,income_total_delta,education4High School,-7193.753476,1529.289475,-4.703984166,2.56E-06,-10191.18798,-4196.318969,education4,High School
exposure_course,income_total_delta,education4Post HS,-4438.306318,1575.417254,-2.817225917,0.004846196,-7526.152089,-1350.460547,education4,Post HS
exposure_course,income_total_delta,education4University Degree,-3150.02122,1713.481082,-1.838375254,0.066013846,-6508.474544,208.4321042,education4,University Degree
exposure_course,income_total_delta,dependent41 dependent,1607.404675,636.4718503,2.525492171,0.011557107,359.9085553,2854.900795,dependent4,1 dependent
exposure_course,income_total_delta,dependent42 dependents,2254.135411,863.2071176,2.611349426,0.00902162,562.2341444,3946.036678,dependent4,2 dependents
exposure_course,income_total_delta,dependent43+ dependents,432.2920648,979.8645213,0.441175341,0.659088225,-1488.259783,2352.843913,dependent4,3+ dependents
exposure_course,income_total_delta,disability2With Disability,-4044.057724,492.7589112,-8.206970248,2.33E-16,-5009.873933,-3078.241514,disability2,With Disability
exposure_course,income_total_delta,ethnicityCaucasian,-937.3709749,631.5093215,-1.484334345,0.137727386,-2175.14045,300.3985005,ethnicity,Caucasian
exposure_course,income_total_delta,ethnicityVisible Minority,721.137651,1490.964925,0.483671774,0.628621228,-2201.180057,3643.455359,ethnicity,Visible Minority
exposure_course,income_total_delta,ethnicityIndigenous,-5245.741826,884.1367986,-5.933178931,2.99E-09,-6978.665639,-3512.818013,ethnicity,Indigenous
exposure_course,income_total_delta,immigrationborn in Canada,-1801.065918,622.7104107,-2.892300959,0.003826182,-3021.589372,-580.5424637,immigration,born in Canada
exposure_course,income_total_delta,immigrationimmigrant,52.91580742,1064.122407,0.049727181,0.960340021,-2032.782992,2138.614607,immigration,immigrant
exposure_course,income_total_delta,region7North Central,57.97684582,1166.314509,0.049709444,0.960354155,-2228.020286,2343.973978,region7,North Central
exposure_course,income_total_delta,region7North East,2195.177806,1694.062072,1.295807186,0.195048699,-1125.213914,5515.569526,region7,North East
exposure_course,income_total_delta,region7Edmonton,501.5191396,902.3740517,0.555777439,0.578365828,-1267.150013,2270.188292,region7,Edmonton
exposure_course,income_total_delta,region7Central,-388.0139779,975.9067341,-0.397593299,0.690931924,-2300.808493,1524.780537,region7,Central
exposure_course,income_total_delta,region7Calgary,-2322.375381,1085.198369,-2.140046877,0.032356445,-4449.383441,-195.3673219,region7,Calgary
exposure_course,income_total_delta,region7South,-3181.049481,1016.426622,-3.129640068,0.001751346,-5173.263694,-1188.835268,region7,South
exposure_course,income_total_delta,year_before2013,3185.886168,2297.113337,1.386908567,0.16547665,-1316.496732,7688.269069,year_before,2013
exposure_course,income_total_delta,year_before2014,1950.783753,2270.601644,0.859148393,0.390263318,-2499.635758,6401.203265,year_before,2014
exposure_course,income_total_delta,year_before2015,7290.452317,2264.748775,3.219099795,0.001286867,2851.504534,11729.4001,year_before,2015
exposure_course,income_total_delta,year_before2016,7949.861861,2312.882077,3.437210198,5.88E-04,3416.571952,12483.15177,year_before,2016
exposure_course,income_total_delta,year_before2017,7827.214087,2340.209197,3.344664271,8.25E-04,3240.362538,12414.06564,year_before,2017
exposure_course,income_total_delta,spell_duration,-79.10578238,25.53969185,-3.09736636,0.001953709,-129.1640316,-29.04753318,spell_duration,
exposure_course,income_total_delta,income_total_before,-0.60917414,0.015517084,-39.25828756,0,-0.6395879,-0.57876038,income_total_before,
exposure_course,income_taxable_delta,(Intercept),15719.13737,3237.155048,4.855849392,1.20E-06,9374.25604,22064.01871,NA,(Intercept)
exposure_course,income_taxable_delta,txTRUE,2065.45946,441.5862939,4.677363152,2.91E-06,1199.942488,2930.976431,tx,TRUE
exposure_course,income_taxable_delta,gender2Men,1351.02538,1777.915834,0.759892765,0.447322746,-2133.721202,4835.771962,gender2,Men
exposure_course,income_taxable_delta,gender2Women,-3292.699331,1784.322762,-1.84534962,0.064993392,-6790.003604,204.6049424,gender2,Women
exposure_course,income_taxable_delta,age_in_years,-6.192441722,18.54380298,-0.33393591,0.738429508,-42.5386246,30.15374116,age_in_years,
exposure_course,income_taxable_delta,marital3never married,415.3757112,505.4049074,0.82186719,0.411156928,-575.226875,1405.978297,marital3,never married
exposure_course,income_taxable_delta,marital3apart,-1059.055668,1113.5802,-0.951036726,0.341590941,-3241.692619,1123.581283,marital3,apart
exposure_course,income_taxable_delta,marital3together,66.65091176,708.1889459,0.094114589,0.925018559,-1321.411988,1454.713812,marital3,together
exposure_course,income_taxable_delta,education4Less HS,-7586.776743,1641.241109,-4.62258513,3.80E-06,-10803.63844,-4369.915048,education4,Less HS
exposure_course,income_taxable_delta,education4High School,-7412.244686,1523.794042,-4.864334996,1.15E-06,-10398.90805,-4425.581326,education4,High School
exposure_course,income_taxable_delta,education4Post HS,-4123.658249,1573.632004,-2.620471774,0.008783828,-7208.004898,-1039.311599,education4,Post HS
exposure_course,income_taxable_delta,education4University Degree,-3306.944149,1698.679563,-1.946773377,0.051568246,-6636.386232,22.49793454,education4,University Degree
exposure_course,income_taxable_delta,dependent41 dependent,1382.70599,628.2275921,2.200963484,0.027743768,151.3687623,2614.043218,dependent4,1 dependent
exposure_course,income_taxable_delta,dependent42 dependents,2083.805124,869.5890353,2.396310256,0.016565202,379.395185,3788.215063,dependent4,2 dependents
exposure_course,income_taxable_delta,dependent43+ dependents,10.68887692,958.6228065,0.011150243,0.991103628,-1868.228833,1889.606587,dependent4,3+ dependents
exposure_course,income_taxable_delta,disability2With Disability,-8324.336729,502.4408035,-16.56779599,1.83E-61,-9309.129619,-7339.543839,disability2,With Disability
exposure_course,income_taxable_delta,ethnicityCaucasian,-763.26152,630.9956219,-1.209614605,0.226433291,-2000.024135,473.501095,ethnicity,Caucasian
exposure_course,income_taxable_delta,ethnicityVisible Minority,181.4150594,1460.15444,0.124243747,0.901122851,-2680.513551,3043.34367,ethnicity,Visible Minority
exposure_course,income_taxable_delta,ethnicityIndigenous,-5544.517942,886.1313333,-6.256993443,3.96E-10,-7281.351079,-3807.684806,ethnicity,Indigenous
exposure_course,income_taxable_delta,immigrationborn in Canada,-1688.717395,629.2632946,-2.683641982,0.007285221,-2922.084618,-455.3501721,immigration,born in Canada
exposure_course,income_taxable_delta,immigrationimmigrant,356.0157109,1106.776735,0.321668951,0.747705026,-1813.286328,2525.31775,immigration,immigrant
exposure_course,income_taxable_delta,region7North Central,784.3675973,1154.180452,0.679588357,0.496768708,-1477.846567,3046.581762,region7,North Central
exposure_course,income_taxable_delta,region7North East,2376.058711,1626.432277,1.460902335,0.144049365,-811.7774101,5563.894833,region7,North East
exposure_course,income_taxable_delta,region7Edmonton,1454.64769,896.1232553,1.623267426,0.104539393,-301.7697912,3211.065171,region7,Edmonton
exposure_course,income_taxable_delta,region7Central,688.2037717,966.0810231,0.712366515,0.476241611,-1205.332175,2581.739719,region7,Central
exposure_course,income_taxable_delta,region7Calgary,-1359.113903,1068.551107,-1.271922226,0.203407457,-3453.493033,735.2652277,region7,Calgary
exposure_course,income_taxable_delta,region7South,-2153.798389,1010.70285,-2.130990716,0.033095418,-4134.793908,-172.8028704,region7,South
exposure_course,income_taxable_delta,year_before2013,4121.664563,2296.00669,1.79514484,0.072637466,-378.5492894,8621.878415,year_before,2013
exposure_course,income_taxable_delta,year_before2014,2448.764368,2275.365915,1.076206843,0.281840643,-2010.993198,6908.521935,year_before,2014
exposure_course,income_taxable_delta,year_before2015,7915.099414,2264.679795,3.495019222,4.74E-04,3476.286833,12353.912,year_before,2015
exposure_course,income_taxable_delta,year_before2016,8439.556207,2308.117321,3.656467602,2.56E-04,3915.605302,12963.50711,year_before,2016
exposure_course,income_taxable_delta,year_before2017,8209.644375,2346.647145,3.498457104,4.68E-04,3610.174333,12809.11442,year_before,2017
exposure_course,income_taxable_delta,spell_duration,-219.8247331,26.55271132,-8.278805523,1.28E-16,-271.8685184,-167.7809478,spell_duration,
exposure_course,income_taxable_delta,income_taxable_before,-0.605501684,0.016027718,-37.77840851,2.10E-307,-0.636916296,-0.574087072,income_taxable_before,
job_placement,income_net_delta,(Intercept),19214.17742,2510.60844,7.653195581,2.00E-14,14293.34033,24135.01451,NA,(Intercept)
job_placement,income_net_delta,txTRUE,1232.118758,343.4736412,3.587229441,3.35E-04,558.9043268,1905.333189,tx,TRUE
job_placement,income_net_delta,gender2Men,2213.311764,1228.091509,1.802236843,0.071514971,-193.7693842,4620.392912,gender2,Men
job_placement,income_net_delta,gender2Women,-2866.815597,1224.995132,-2.34026693,0.019274393,-5267.827791,-465.8034022,gender2,Women
job_placement,income_net_delta,age_in_years,22.68962876,13.79814746,1.644396744,0.1001014,-4.354985087,49.7342426,age_in_years,
job_placement,income_net_delta,marital3never married,-84.69229318,392.4907197,-0.215781645,0.829158954,-853.9810681,684.5964817,marital3,never married
job_placement,income_net_delta,marital3apart,-929.4581033,820.6239671,-1.132623638,0.257378491,-2537.89564,678.9794332,marital3,apart
job_placement,income_net_delta,marital3together,-518.5470616,557.2506603,-0.930545441,0.352093838,-1610.768243,573.6741202,marital3,together
job_placement,income_net_delta,education4Less HS,-3840.983501,1237.470162,-3.103899891,0.001911087,-6266.446977,-1415.520026,education4,Less HS
job_placement,income_net_delta,education4High School,-4492.394494,1129.146463,-3.978575536,6.94E-05,-6705.541596,-2279.247391,education4,High School
job_placement,income_net_delta,education4Post HS,-1297.635737,1162.039138,-1.116688496,0.264133618,-3575.253067,979.9815923,education4,Post HS
job_placement,income_net_delta,education4University Degree,-93.20045444,1248.629783,-0.074642184,0.940499748,-2540.536984,2354.136075,education4,University Degree
job_placement,income_net_delta,dependent41 dependent,901.4365436,497.0595375,1.81353837,0.069755616,-72.80896953,1875.682057,dependent4,1 dependent
job_placement,income_net_delta,dependent42 dependents,785.9113102,641.9771377,1.224204514,0.220881622,-472.3752707,2044.197891,dependent4,2 dependents
job_placement,income_net_delta,dependent43+ dependents,970.8056737,754.252344,1.287109919,0.198062729,-507.5423037,2449.153651,dependent4,3+ dependents
job_placement,income_net_delta,disability2With Disability,-3587.577601,383.7039185,-9.34985917,9.17E-21,-4339.64409,-2835.511112,disability2,With Disability
job_placement,income_net_delta,ethnicityCaucasian,-1440.823727,493.8798778,-2.917356612,0.003531899,-2408.837051,-472.8104035,ethnicity,Caucasian
job_placement,income_net_delta,ethnicityVisible Minority,-48.17278992,1221.048371,-0.039451991,0.968530207,-2441.449262,2345.103682,ethnicity,Visible Minority
job_placement,income_net_delta,ethnicityIndigenous,-5405.620319,706.5359349,-7.65087811,2.04E-14,-6790.443288,-4020.79735,ethnicity,Indigenous
job_placement,income_net_delta,immigrationborn in Canada,-1604.415524,485.6477018,-3.303661314,9.55E-04,-2556.293637,-652.5374117,immigration,born in Canada
job_placement,income_net_delta,immigrationimmigrant,-185.6058325,822.8660003,-0.225560216,0.821544531,-1798.437794,1427.226129,immigration,immigrant
job_placement,income_net_delta,region7North Central,446.1670076,1173.133732,0.38032067,0.703709224,-1853.195924,2745.529939,region7,North Central
job_placement,income_net_delta,region7North East,674.044809,1327.751204,0.50765897,0.611695064,-1928.37111,3276.460728,region7,North East
job_placement,income_net_delta,region7Edmonton,-286.9696202,802.6306493,-0.357536334,0.72069204,-1860.139935,1286.200694,region7,Edmonton
job_placement,income_net_delta,region7Central,-1686.310038,892.5669516,-1.889281286,0.058860698,-3435.7571,63.13702443,region7,Central
job_placement,income_net_delta,region7Calgary,-2453.144462,837.9202668,-2.927658584,0.003416992,-4095.483053,-810.805871,region7,Calgary
job_placement,income_net_delta,region7South,-1971.520287,887.9777377,-2.220236165,0.026407801,-3711.972409,-231.068165,region7,South
job_placement,income_net_delta,year_before2013,968.1737117,1694.577824,0.571336234,0.567774654,-2353.228891,4289.576314,year_before,2013
job_placement,income_net_delta,year_before2014,-13.12017491,1663.779725,-0.007885764,0.993708171,-3274.157957,3247.917607,year_before,2014
job_placement,income_net_delta,year_before2015,2969.471081,1660.608305,1.788182723,0.073753391,-285.3506626,6224.292824,year_before,2015
job_placement,income_net_delta,year_before2016,3971.886692,1711.608737,2.320557617,0.020315267,617.1031971,7326.670187,year_before,2016
job_placement,income_net_delta,year_before2017,4458.817107,1724.094067,2.586179717,0.009707804,1079.562143,7838.07207,year_before,2017
job_placement,income_net_delta,spell_duration,-57.5415131,20.00919099,-2.875754104,0.004032564,-96.75988247,-18.32314372,spell_duration,
job_placement,income_net_delta,income_net_before,-0.638371438,0.012782553,-49.94083909,0,-0.663425469,-0.613317406,income_net_before,
job_placement,earnings_total_delta,(Intercept),20135.77193,2656.797672,7.578963255,3.55E-14,14928.40135,25343.14251,NA,(Intercept)
job_placement,earnings_total_delta,txTRUE,1856.899829,365.8745191,5.075236816,3.89E-07,1139.77928,2574.020379,tx,TRUE
job_placement,earnings_total_delta,gender2Men,1557.930115,1405.585471,1.108385187,0.26770154,-1197.042348,4312.902578,gender2,Men
job_placement,earnings_total_delta,gender2Women,-3113.805846,1400.515527,-2.223328328,0.026198713,-5858.84113,-368.7705621,gender2,Women
job_placement,earnings_total_delta,age_in_years,-62.23831845,14.00260056,-4.44476854,8.82E-06,-89.683664,-34.7929729,age_in_years,
job_placement,earnings_total_delta,marital3never married,120.7108715,412.2229328,0.292829103,0.769654159,-687.2533912,928.6751342,marital3,never married
job_placement,earnings_total_delta,marital3apart,-1041.592636,896.5143326,-1.161824856,0.245312899,-2798.776635,715.5913636,marital3,apart
job_placement,earnings_total_delta,marital3together,-34.72232227,606.871635,-0.057215266,0.954373976,-1224.201495,1154.75685,marital3,together
job_placement,earnings_total_delta,education4Less HS,-5594.005071,1397.200982,-4.003722545,6.25E-05,-8332.543787,-2855.466356,education4,Less HS
job_placement,earnings_total_delta,education4High School,-5980.097424,1286.957668,-4.646693183,3.38E-06,-8502.557289,-3457.637559,education4,High School
job_placement,earnings_total_delta,education4Post HS,-1647.975207,1322.336857,-1.246259754,0.212675664,-4239.778911,943.8284965,education4,Post HS
job_placement,earnings_total_delta,education4University Degree,-682.0170477,1424.260252,-0.478857039,0.632042708,-3473.592414,2109.558319,education4,University Degree
job_placement,earnings_total_delta,dependent41 dependent,1646.556089,541.9419268,3.0382519,0.00238094,584.3402964,2708.771882,dependent4,1 dependent
job_placement,earnings_total_delta,dependent42 dependents,1578.47175,718.8290538,2.195893087,0.028104782,169.5540498,2987.38945,dependent4,2 dependents
job_placement,earnings_total_delta,dependent43+ dependents,945.1820392,847.5481385,1.115195699,0.264772642,-716.027351,2606.391429,dependent4,3+ dependents
job_placement,earnings_total_delta,disability2With Disability,-7920.437722,414.427723,-19.11174683,4.29E-81,-8732.723413,-7108.152032,disability2,With Disability
job_placement,earnings_total_delta,ethnicityCaucasian,-1093.773344,529.7594067,-2.064660543,0.038960959,-2132.111181,-55.43550741,ethnicity,Caucasian
job_placement,earnings_total_delta,ethnicityVisible Minority,197.0165586,1383.421252,0.142412558,0.886754794,-2514.513642,2908.546759,ethnicity,Visible Minority
job_placement,earnings_total_delta,ethnicityIndigenous,-4922.416392,740.5316021,-6.647138864,3.02E-11,-6373.871472,-3470.961312,ethnicity,Indigenous
job_placement,earnings_total_delta,immigrationborn in Canada,-1926.269741,534.8040898,-3.60182313,3.16E-04,-2974.495246,-878.0442355,immigration,born in Canada
job_placement,earnings_total_delta,immigrationimmigrant,-927.5817538,895.106584,-1.036280785,0.300076846,-2682.006541,826.8430332,immigration,immigrant
job_placement,earnings_total_delta,region7North Central,-147.4906875,1147.510435,-0.128531021,0.897729337,-2396.631501,2101.650126,region7,North Central
job_placement,earnings_total_delta,region7North East,-1318.184249,1267.266673,-1.040179053,0.29826242,-3802.049415,1165.680917,region7,North East
job_placement,earnings_total_delta,region7Edmonton,-552.2227348,881.9547072,-0.626135028,0.531229617,-2280.86961,1176.42414,region7,Edmonton
job_placement,earnings_total_delta,region7Central,-1295.03568,977.1257388,-1.325352131,0.185061248,-3210.219466,620.1481057,region7,Central
job_placement,earnings_total_delta,region7Calgary,-2024.595832,925.5351039,-2.18748681,0.028712233,-3838.661058,-210.5306061,region7,Calgary
job_placement,earnings_total_delta,region7South,-2606.812082,967.9974784,-2.692994704,0.007084014,-4504.104316,-709.5198489,region7,South
job_placement,earnings_total_delta,year_before2013,1662.830574,1661.288183,1.000928431,0.316866899,-1593.323743,4918.984891,year_before,2013
job_placement,earnings_total_delta,year_before2014,88.59129609,1630.978126,0.054317893,0.95668214,-3108.15477,3285.337362,year_before,2014
job_placement,earnings_total_delta,year_before2015,4140.560011,1618.198324,2.558746941,0.010508324,968.8625831,7312.25744,year_before,2015
job_placement,earnings_total_delta,year_before2016,4607.275306,1655.863213,2.782400908,0.005398125,1361.754028,7852.796584,year_before,2016
job_placement,earnings_total_delta,year_before2017,3223.847739,1690.220145,1.907353754,0.056481279,-89.01373579,6536.709214,year_before,2017
job_placement,earnings_total_delta,spell_duration,-231.4890171,20.90841911,-11.07156958,1.88E-28,-272.4698895,-190.5081446,spell_duration,
job_placement,earnings_total_delta,earnings_total_before,-0.666341383,0.015417392,-43.22010955,0,-0.696559746,-0.636123021,earnings_total_before,
job_placement,income_total_delta,(Intercept),19282.9974,2595.136592,7.430436404,1.10E-13,14196.48364,24369.51117,NA,(Intercept)
job_placement,income_total_delta,txTRUE,1324.306336,357.3870652,3.705523969,2.11E-04,623.821347,2024.791325,tx,TRUE
job_placement,income_total_delta,gender2Men,2257.41937,1240.755226,1.819391385,0.068858513,-174.4828889,4689.321629,gender2,Men
job_placement,income_total_delta,gender2Women,-2802.750447,1238.101389,-2.26374873,0.023594407,-5229.451138,-376.0497566,gender2,Women
job_placement,income_total_delta,age_in_years,21.94592669,14.31261077,1.533327989,0.12520223,-6.107044379,49.99889776,age_in_years,
